현재 크롤링 페이지,title,작성시간,조회수,추천수,비추천수,링크,본문,댓글
12,버킷스튜디오,2021-10-06 16:51:04,조회 수 86,1,0,https://stocker.kr/stock_discuss/306952/page/12,"["""", """", ""버킷스튜디오는 1999년에 설립되엇으며 2003년 코스닥시장에 상장하였습니다 온란인 스마트디바이스 기반의 콘덴츠 제공업 및 모바일서비스를 주사업 목적으로 영위하고 있으며 기업이지 제고를 위해 2018년 7월 사명을 투윈글로벌에서 아컴스튜디오로 11월에 다시 버킷스튜디오로 변경했습니다"", ""스마트 디바이스 기반의 영화 등 콘덴츠 유통 통합메시징 시스템 온라인 콘덴츠의 저작권 보호를 위한 필터링 솔루션 등이 주요 수익모델입니다"", ""2021년 6월 전년동기 대비 별도기준 매출액은 52.5% 증가 영업이익 적자전화 당기순이익은 3093.2% 증가 동사가 서비스 중인 문자시장은 2009년 하반기 이후 시장성장이 고착화 되어있으나 메시징 서비스에 대한 인식 변호를 타사 인수 등 공격적인 영업전략으로 새로운 시장을 맞이하고 있습니다"", ""버즈등 선호도가 높은 제품을 유통하고 신규제품을 직접 개발 또는 제휴를 통해 다양한 상품군을 확보할 예정입니다"", """", """", """", """", """", ""버킷스튜디오는 최근 이슈였고 현재도 이슈인"", """", """", """", ""오징어게임으로 주목을 받았습니다 버킷스튜디오는 오징어게임 주연 이정재가 설립한 연애매니지먼트사 아티스트컴퍼니 지분을 15%를 보유하고있습니다"", """", """", """", ""버킷스튜디오는 빗썸과 함께 국내가상자산 관련 라이브 커머스 플랫폼을 선보일것으로 밝혔으며 플랫폼에는 메타버스와 대체불가능토근 NFT 블록체인 커머스 가상장산 결제등이 탑재될 전망입니다 올해 11월 예정입니다"", ""이슈체크와 함께 차트보겠습니다"", """", """", """", """", """", """", """", """", ""버킷스튜디오는 현재 하락진행중에 있으며 갭으로 뜬 9.24일날 시가를 현재 훼손중에 있습니다 종가상 훼손으로 마무리를한다면 갭부분을 매꿀려고 좀더 하락으로 이어질것으로 예상되며 그렇게 된다면 밑에서 올라오고 있는 20선 지지여부과 중요 구간으로 남게됩니다"", ""모든이평선을 뚫고나온 캔들 기준으로 상승시작이 한달사이 100%정도 올랐으며 이정도시기에 조정이 옵니다"", ""더 상승 할종목이라면 중요 지지라인에서 지지를 받게 될 것입니다"", ""그리고난후 이평선을 하나씩 돌리는 작업이 진행될것이구요 그렇게 물갈이 후 재차 상승이 이어질수도 있지만"", ""현재 우리나라 주식시장상황이 좋지않습니다"", ""또한 이슈정리에서 11월에 나올 이슈가 아직 존재하고 있는바 관심있게 보아야 합니다 그기간동안 어떤 모양을 만들어가는지 계속 예의주시하며 관찰하시어야 합니다 기존 주주들은 익절라인을 정하여 일단 후퇴후 하락이 진정되고 난후에 재차 노려보는 것이 좋을 것입니다"", ""고점에서 물리신분들은 몇가지 방법이 없습니다"", ""소액으로 사셨다면 리밸런싱을 통해서 빠져나오는 방법과 손절방법 아님 존버정도입니다 맘에 여유가 없을것입니다"", ""이럴때일수록 본인 기준을 명확히 하여 매매에 임하셔야 됩니다"", """", """", """", ""출처"", ""https://stockmukbang.tistory.com/23"", """", """"]",[]
12,미국증시에 대한 의견,2021-10-05 16:39:32,조회 수 67,0,0,https://stocker.kr/stock_discuss/305598/page/12,"[""https://www.youtube.com/watch?v=dmAJIsORbJc"", """", """"]",[]
12,"""아빠는 주식을 던졌다""…폭락장 '패닉셀링' 연구결과 들여다보니",2021-09-29 10:25:56,조회 수 103,0,0,https://stocker.kr/stock_discuss/299219/page/12,"[""https://news.mt.co.kr/mtview.php?no=2021092822345079120&cast=1&STAND=MTS_P"", """", """", """"]",[]
12,장원테크 제네시스 넘어 포르쉐 그리고 테슬라까지,2021-09-06 09:39:49,조회 수 143,1,0,https://stocker.kr/stock_discuss/278469/page/12,"[""퍼온 글인데 전기차 투자자분들에게 유익한 정보로 보입니다. 장원테크가 제네시스에 이어서 포르쉐에\n전기차 핵심 부품을 공급하고 리막과 제휴, 그리고 인수합병을 위한 테슬라의 극비 방한까지 장원테크\n심상치가 않을 것 같네요.\n------------------------------------------------------------------------------------------\n현대차의 고급차 브랜드 제네시스가 브랜드 비전을 소개하는 ‘퓨처링 제네시스’를 통해 2025년부터\n친환경 자동차로 전환함을 알렸다. 정의선 현대차그룹 회장은 앞으로 모든 신차를 수소 전기자동차와\n배터리 전기차동차로 생산하고, 2030년부터는 내연기관차의 생산과 판매를 모두 중단한다고 밝히면서,\n앞으로 제네시스뿐만 아닌 현대차그룹의 친환경차로의 전환에 속도가 붙을 전망이다. 이와 함께\n뉴스에 함께 거론된 장원테크에 대한 투자자들의 관심이 집중되고 있다.\n\n코스닥 상장사 장원테크는 올해부터 전기자동차용 CID(Current Interrupt Device)가 본격 양산되며,\n현대차의 전기차전용 플랫폼인 E-GMP를 적용한 제네시스 브랜드의 첫 전기차인 GV60에 CID를\n공급한다고 밝혔다. 배터리에 과전류가 흐르면 이를 차단하여 차량을 보호하는 가능을 하는 전기차의\n핵심부품 중의 하나인 CID는 전기차 산업 활성화와 함께 폭팔적인 수요가 기대되는 품목이다.\n\n삼성과 애플 등 IT업체의 부품 1차 밴더인 장원테크가 전자기기 부품업체에서 완성차 업계의\n1차 밴더로 퀀텀점프를 한 계기는 IT업계에서 갈고 닦은 부품 제작의 초정밀과 신뢰성에 있다.\n배터리에서 발생하는 열관리에 대한 중요성은 삼성의 갤럭시노트7의 리콜과 단종이 대표적이다.\n금속부품을 일일이 절삭가공할 경우 생산시간과 공임이 늘어나면서 부품의 단가는 올라가게 된다.\n이를 단번에 해결한 것이 다이캐스팅이고 장원테크는 이를 더욱 발전시킨 직소공법으로 전기차의\n열관리 부품 등 전장분야에 뛰어들어 성과를 내고 있다.\n\n전세계에서 발생한 전기차 화재사건의 대다수 원인은 과전류로 인한 배터리의 팽창 및 폭발로\n밝혀지며, 글로벌 완성차 업계에서 CID 개발 및 도입을 서두르고 있다. 장원테크는 기존\n다이캐스팅을 획기적으로 개선한 직소공법을 통하여 그간 삼성과 애플에 스마트 폰 및 테블릿PC용\n하우징을 공급해 왔다. 벤츠와 BMW 등 독일 완성차 업계에 헤드라이트용 히트싱크, 차량 경량화\n추세에 맞춰 다이캐스팅 공법으로 생산된 디스플레이 브라켓 등을 개발 납품중인 장원테크는\n내년부터 BMW, 볼보, 포르쉐, 크라이슬러 등에 전장부품을 공급한다.\n\n현대차는 계열사인 모비스와 관계사인 만도를 공급업체로 두고 있으면서 제네시스가 모비스 등\n관계사를 택하지 않은 것이 알려지면서 장원테크에 러브콜을 보내는 해외 브랜드들이 늘고 있다.\nGV60개발에 참여해온 장원테크의 관계자에 따르면 “밝힐 수는 없지만 해외 업체들과 개발을\n진행해오고 있으며, 그 결과 2022년부터 BMW와 포르쉐에 일부 전장 제품을 공급을 시작으로\n전장 부품 공급을 확대한다.”라고 밝히며 “이외에 전기차로 전환이 이루어지고 있는 글로벌\n전기자동차 업체와 긴밀히 협업중”이고 구체적인 언급은 계약상 보안사항이라고 양해를 구했다.\n\n전기차 섹터의 한 애널리스트에 의하면 “장원테크가 CID를 캡(CAP)어셈블리로 글로벌 자동차\n고객사에 공급하고 있는 것은, LG화학이 테슬라에 배터리를 공급하는 것만큼의 호재”라며\n“LG화학과 삼성SDI 등 국산 배터리를 채택한 전기차 브랜드는 우선적으로 장원테크의 CID도입을\n고려할 정도로 그 신뢰성에 대한 합격점을 받은 것”으로 글로벌 자동차 업계에서의 입지와\n“GM의 전기차 ‘볼트’의 화재에 이어 폭스바겐 ‘ID.3’에서 화재가 발생하면서 장원테크를 향한\n러브콜이 뜨거워지며, 장원테크 내부에서는 3월 김진명 대표이사 체제로 전환이후 생산설비\n확장에 전사적인 노력을 기울이고 있을 정도”라며 앞으로의 성장에 큰 기대감을 나타냈다.\n\n특히, 관심을 끄는 부분은 인수합병에 대한 부분이다. 업계에 따르면 제네시스와 포르쉐에\n핵심 부품을 공급하는 장원테크는 현재 리막과 기술제휴 등 전방위적인 협력을 논의하고\n있는 것으로 알려지고 있다. 이는 리막의 주요주주가 포르쉐의 폴스바겐 그룹과 제네시스의\n현대차그룹이며, 그간 리막의 개발 초기부터 핵심 부품을 공급하며 함께 기술을 발전시켜온\n것으로 알려져 있다. 미국의 럭셔리 전기차 브랜드인 루시드 모터스도 협업을 논의 중인 것으로\n알려지며, 전세계 전기차 업계의 뜨거운 관심을 받고 있다. 전기차의 안전성을 책임지는\n핵심 부품을 공급중인 장원테크는 이를 계기로 세계 최대의 자동차회사로 부상한 테슬라로부터\n러브콜을 받고 있으며, 이달 초 테슬라의 고위 임원단이 극비리에 장원테크를 방문하여 인수의사를\n타진한 것으로 알려졌다. 양사는 모두 해당 내용을 부인하고 있으나, 전기차 업계와 투자업계에서는\n장원테크는 향후 테슬라 등 복수의 전기차 회사로부터 지분참여 등 다양한 방식의 투자가\n이루어질 것으로 보고 있다.""]",[]
12,일진하이솔루스 수요예측 흥행성공,2021-08-23 11:51:19,조회 수 149,0,0,https://stocker.kr/stock_discuss/260165/page/12,"[""일진하이솔루스 수요예측 흥행 성공…공모가 상단 유력 마켓인사이트 | 한경닷컴 (hankyung.com)"", """", """", ""공모가 오늘 확정이고 내일부터 청약 시작이네요~"", """", ""주관사는 대표(40%) : 미래에셋증권, 삼성증권 / 인수(10%) : 현대차증권, 대신증권"", ""대표주관사 두곳 개설혜택 찾아보니 수수료 평생우대, 미래에셋증권은 2만원 지원금 나오네요"", ""저는 2만원 챙기려고 가족들꺼 다 미래에셋으로 개설해놨어요 ㅋ"", ""참고하시고 눈치싸움 잘 해서 승자가 됩시다^^"", ""​"", ""수소 테마여서 개인적으로 기대가 큰 종목인데.. 모두 성투하세요~""]",[]
12,크래프톤 청약 하시는분?,2021-07-27 10:43:50,조회 수 179,1,0,https://stocker.kr/stock_discuss/233699/page/12,"[""오늘은 카뱅 청약 했고"", ""크래프톤 청약도 얼마 안남았네요\n크래프톤이 중복청약 막차라는데 다들 중복청약 하시나요?\n공모가가 너무 커서 ㅠ 미래에셋만 할까 생각중이에요"", ""네이버통장이랑 연계돼있어서 바로 미래에셋에 청약 된다구 하더라구요\n이율 높아서 이자 받으려고 만들었던 통장이 이렇게 쓰이네요 ..ㅎ\n매일 1%씩 이자 주니까 예수금 보관하실 때 추천이요~"", ""카뱅도 중복청약 되면 좋았을텐데.. ㅠㅠ"", ""kb랑 한투랑 고민하다가 kb 했는데.."", ""크래프톤은 그나마 중복청약이 돼서 다행인것 같아요"", ""다들 총알 장전 잘하시구 성투하셔요~~""]",[]
12,7/23 금요일 상승중인 주식뉴스를 취합해보았습니다,2021-07-23 10:17:18,조회 수 112,1,1,https://stocker.kr/stock_discuss/231296/page/12,"[""오늘은 미국 주가지수 상승의 영향으로 우리 주식시장은 코스피, 코스닥 양대지수가 상승으로 출발하는 모습입니다.\n오늘장의 특징적인 테마주는 카카오뱅크 관련주가 난리가 난 상황인데요."", ""이외에도 여럿 급등하고있는 주식들이 눈에 띄는데요.\n급등주 뉴스들을 큐레이션했으니까,\n주식 투자에 도움이 되는 정보가 되었으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-7월23일-금요일-오늘의-급등주-및-테마주-뉴스모음"", """", """"]",[]
12,7/22 목요일 급등 이후에도 상승이 예상되는 주식을 분석해 보았습니다.,2021-07-22 15:22:50,조회 수 123,2,1,https://stocker.kr/stock_discuss/230681/page/12,"[""오늘장 주가 지수는 이변이 없는한 코스피, 코스닥이 상승으로 마무리 되어지는 분위기입니다.\n종목별로는 만만치 않는 시장이었습니다.\n오늘내내 특징적으로 급등한 테마주는 여행 관련주로 수급이 몰려 급등하고있습니다."", ""오늘 제가 관찰한 급등한 주식중에 향후에도 추가 급등이 예상이 되는 주식들이 여럿보이는데,\n이런 주식들을 제 개인적인 주식내공으로 분석하여 정리를 했사오니\n주식투자에 도움이 되셨으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-7월22일-목요일-이후에도-상승이-예상되는-급등주-테마주-분석"", """", """"]",[]
12,7/22 목요일 상승중인 주식뉴스를 취합해보았습니다,2021-07-22 09:51:45,조회 수 112,3,1,https://stocker.kr/stock_discuss/230311/page/12,"[""오늘은 미국 주가지수 상승의 영향으로 우리 주식시장은 코스피, 코스닥 양대지수가 상승으로 출발하는 모습입니다.\n오늘장의 특징적인 테마주는 50대 백신 접종 박차에 여행주가 난리가 난 상황인데요."", ""이외에도 여럿 급등하고있는 주식들이 눈에 띄는데요.\n급등주 뉴스들을 큐레이션했으니까,\n주식 투자에 도움이 되는 정보가 되었으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-7월22일-목요일-오늘의-급등주-및-테마주-뉴스모음"", """", """", """"]",[]
12,7/21 수요일 급등 이후에도 상승이 예상되는 주식을 분석해 보았습니다.,2021-07-21 15:05:36,조회 수 57,1,0,https://stocker.kr/stock_discuss/229532/page/12,"[""오늘장 주가 지수는 이변이 없는한 코스피, 코스닥이 보합으로 마무리 되어지는 분위기입니다.\n종목별로는 만만치 않는 시장이었습니다.\n오늘내내 특징적으로 급등한 테마주는 폭염으로 인한 전력설비 관련주로 수급이 몰려 급등하고있습니다."", ""오늘 제가 관찰한 급등한 주식중에 향후에도 추가 급등이 예상이 되는 주식들이 여럿보이는데,\n이런 주식들을 제 개인적인 주식내공으로 분석하여 정리를 했사오니\n주식투자에 도움이 되셨으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-7월21일-수요일-이후에도-상승이-예상되는-급등주-테마주-분석"", """", """"]",[]
12,7/21 수요일 상승중인 주식뉴스를 취합해보았습니다,2021-07-21 10:23:21,조회 수 41,0,0,https://stocker.kr/stock_discuss/229060/page/12,"[""오늘은 미국 주가지수 상승의 영향으로 우리 주식시장은 코스피, 코스닥 양대지수가 상승으로 출발하는 모습입니다.\n오늘장의 특징적인 테마주는 폭염 관련 전력설비주가 난리가 난 상황인데요."", ""이외에도 여럿 급등하고있는 주식들이 눈에 띄는데요.\n급등주 뉴스들을 큐레이션했으니까,\n주식 투자에 도움이 되는 정보가 되었으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-7월21일-수요일-오늘의-급등주-및-테마주-뉴스모음"", """", """"]",[]
12,7/19 월요일 상승중인 주식뉴스를 취합해보았습니다,2021-07-19 09:51:57,조회 수 77,1,0,https://stocker.kr/stock_discuss/226819/page/12,"[""오늘은 미국 주가지수 하락의 영향으로 우리 주식시장은 코스피, 코스닥 양대지수가 약보합으로 출발하는 모습입니다.\n오늘장의 특징적인 테마주는 폭염 관련주가 난리가 난 상황인데요."", ""이외에도 여럿 급등하고있는 주식들이 눈에 띄는데요.\n급등주 뉴스들을 큐레이션했으니까,\n주식 투자에 도움이 되는 정보가 되었으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-7월19일-월요일-오늘의-급등주-및-테마주-뉴스모음"", """", """"]",[]
13,다음주에도 급등을 이어갈만한 테마주식 뉴스들을 모았습니다.,2021-07-18 11:12:06,조회 수 72,1,0,https://stocker.kr/stock_discuss/226360/page/13,"[""이번주도 여러 테마주식들이 시장을 뜨겁게 했는데요.\n다음주에도 이번주 급등에 이어서 상승이 기대되는 테마주식들의 뉴스들을 모아봤습니다.\n제 개인적인 기준으로 선발한 뉴스들이니까 그냥 참고만하세요.\n테마주로는 코로나 4차대유행에 따른 진단키트 관련주, 재택근무 관련주, 메타버스 관련주, 이낙연 관련주, 최재형 관련주\n들이 눈길을 끌었습니다.\n투자에 도움이 되셨으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-7월-넷째주에도-급등을-이어갈만한-테마주-뉴스들-정리"", """", """"]",[]
13,7/16 금요일 급등 이후에도 상승이 예상되는 주식을 분석해 보았습니다.,2021-07-16 15:11:07,조회 수 88,1,0,https://stocker.kr/stock_discuss/226279/page/13,"[""오늘장 주가 지수는 이변이 없는한 코스피, 코스닥이 하락으로 마무리 되어지는 분위기입니다.\n종목별로도 만만치 않는 시장이었습니다.\n오늘내내 특징적으로 급등한 테마주는 폭염으로 인한 블랙아웃 관련주로 수급이 몰려 급등하고있습니다."", ""오늘 제가 관찰한 급등한 주식중에 향후에도 추가 급등이 예상이 되는 주식들이 여럿보이는데,\n이런 주식들을 제 개인적인 주식내공으로 분석하여 정리를 했사오니\n주식투자에 도움이 되셨으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-7월16일-금요일-이후에도-상승이-예상되는-급등주-테마주-분석"", """", """"]",[]
13,7/16 금요일 상승중인 주식뉴스를 취합해보았습니다,2021-07-16 10:12:14,조회 수 31,1,0,https://stocker.kr/stock_discuss/226242/page/13,"[""오늘은 미국 주가지수 보합이지만 우리 주식시장은 코스피, 코스닥 양대지수가 약보합으로 출발하는 모습입니다.\n오늘장의 특징적인 테마주는 폭염으로 인한 블랙아웃 관련주가 난리가 난 상황인데요."", ""이외에도 여럿 급등하고있는 주식들이 눈에 띄는데요.\n급등주 뉴스들을 큐레이션했으니까,\n주식 투자에 도움이 되는 정보가 되었으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-7월16일-금요일-오늘의-급등주-및-테마주-뉴스모음"", """", """"]",[]
13,7/15 목요일 급등 이후에도 상승이 예상되는 주식을 분석해 보았습니다.,2021-07-15 15:19:03,조회 수 69,1,0,https://stocker.kr/stock_discuss/226142/page/13,"[""오늘장 주가 지수는 이변이 없는한 코스피, 코스닥이 상승으로 마무리 되어지는 분위기입니다.\n그러나 종목별로는 만만치 않는 시장이었습니다.\n오늘내내 특징적으로 급등한 테마주는 최재형 관련주로 수급이 몰려 급등하고있습니다."", ""오늘 제가 관찰한 급등한 주식중에 향후에도 추가 급등이 예상이 되는 주식들이 여럿보이는데,\n이런 주식들을 제 개인적인 주식내공으로 분석하여 정리를 했사오니\n주식투자에 도움이 되셨으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-7월15일-목요일-이후에도-상승이-예상되는-급등주-테마주-분석"", """", """"]",[]
13,7/15 목요일 상승중인 주식뉴스를 취합해보았습니다,2021-07-15 10:01:47,조회 수 42,1,0,https://stocker.kr/stock_discuss/226104/page/13,"[""오늘은 미국 주가지수 상승 보합이지만 우리 주식시장은 코스피, 코스닥 양대지수가 상승으로 출발하는 모습입니다.\n오늘장의 특징적인 테마주는 최재형 관련주가 난리가 난 상황인데요."", ""이외에도 여럿 급등하고있는 주식들이 눈에 띄는데요.\n급등주 뉴스들을 큐레이션했으니까,\n주식 투자에 도움이 되는 정보가 되었으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-7월15일-목요일-오늘의-급등주-및-테마주-뉴스모음"", """", """"]",[]
13,7/14 수요일 급등 이후에도 상승이 예상되는 주식을 분석해 보았습니다.,2021-07-14 15:18:34,조회 수 68,1,0,https://stocker.kr/stock_discuss/226045/page/13,"[""오늘장 주가 지수는 이변이 없는한 코스피, 코스닥이 보합으로 마무리 되어지는 분위기입니다.\n종목별로도 만만치 않는 시장이었습니다.\n오늘내내 특징적으로 급등한 테마주는 델타변이 코로나 재확산에 따른 진단키트 관련주로 수급이 몰려 급등하고있습니다."", ""오늘 제가 관찰한 급등한 주식중에 향후에도 추가 급등이 예상이 되는 주식들이 여럿보이는데,\n이런 주식들을 제 개인적인 주식내공으로 분석하여 정리를 했사오니\n주식투자에 도움이 되셨으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-7월14일-수요일-이후에도-상승이-예상되는-급등주-테마주-분석"", """", """"]",[]
13,7/14 수요일 상승중인 주식뉴스를 취합해보았습니다.,2021-07-14 10:01:58,조회 수 36,1,0,https://stocker.kr/stock_discuss/225895/page/13,"[""오늘은 미국 주가지수 상승 약보합으로 우리 주식시장은 코스피, 코스닥 양대지수가 하락으로 출발하는 모습입니다.\n오늘장의 특징적인 테마주는 코로나 델타변이 확산으로 진단키트 관련주가 난리가 난 상황인데요."", ""이외에도 여럿 급등하고있는 주식들이 눈에 띄는데요.\n급등주 뉴스들을 큐레이션했으니까,\n주식 투자에 도움이 되는 정보가 되었으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-7월14일-화요일-오늘의-급등주-및-테마주-뉴스모음"", """", """"]",[]
13,7/13 화요일 급등 이후에도 상승이 예상되는 주식을 분석해 보았습니다.,2021-07-13 15:19:05,조회 수 35,1,0,https://stocker.kr/stock_discuss/225880/page/13,"[""오늘장 주가 지수는 이변이 없는한 코스피, 코스닥이 상승으로 마무리 되어지는 분위기입니다.\n그러나 종목별로는 만만치 않는 시장이었습니다.\n오늘내내 특징적으로 급등한 테마주는 최재형 관련주, 이낙연 관련주, 최저시급 인상에따른 자동화 기기 관련주로 수급이 몰려 급등하고있습니다."", ""오늘 제가 관찰한 급등한 주식중에 향후에도 추가 급등이 예상이 되는 주식들이 여럿보이는데,\n이런 주식들을 제 개인적인 주식내공으로 분석하여 정리를 했사오니\n주식투자에 도움이 되셨으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-7월13일-화요일-이후에도-상승이-예상되는-급등주-테마주-분석"", """", """"]",[]
13,7/13 화요일 상승중인 주식뉴스를 취합해보았습니다,2021-07-13 10:11:36,조회 수 33,1,0,https://stocker.kr/stock_discuss/225866/page/13,"[""오늘은 미국 주가지수 상승 마감으로 우리 주식시장은 코스피, 코스닥 양대지수가 상승으로 출발하는 모습입니다.\n오늘장의 특징적인 테마주는 최저임금 인상에 따른 자동화 기기 관련주가 난리가 난 상황인데요."", ""이외에도 여럿 급등하고있는 주식들이 눈에 띄는데요.\n급등주 뉴스들을 큐레이션했으니까,\n주식 투자에 도움이 되는 정보가 되었으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-7월13일-화요일-오늘의-급등주-및-테마주-뉴스모음"", """", """"]",[]
13,7/12 월요일 급등 이후에도 상승이 예상되는 주식을 분석해 보았습니다.,2021-07-12 15:41:43,조회 수 70,1,0,https://stocker.kr/stock_discuss/225703/page/13,"[""오늘장 주가 지수는 이변이 없는한 코스피, 코스닥이 상승으로 마무리 되어지는 분위기입니다.\n그러나 종목별로는 만만치 않는 시장이었습니다.\n오늘내내 특징적으로 급등한 테마주는 코로나 재유행으로 재택근무 관련주로 수급이 몰려 급등하고있습니다."", ""오늘 제가 관찰한 급등한 주식중에 향후에도 추가 급등이 예상이 되는 주식들이 여럿보이는데,\n이런 주식들을 제 개인적인 주식내공으로 분석하여 정리를 했사오니\n주식투자에 도움이 되셨으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-7월12일-월요일-이후에도-상승이-예상되는-급등주-테마주-분석"", """", """"]",[]
13,7/12 월요일 상승중인 주식뉴스를 취합해보았습니다,2021-07-12 09:47:46,조회 수 37,1,0,https://stocker.kr/stock_discuss/225689/page/13,"[""오늘은 미국 주가지수 상승 마감으로 우리 주식시장은 코스피, 코스닥 양대지수가 상승으로 출발하는 모습입니다.\n오늘장의 특징적인 테마주는 수도권 거리두기 4단계로 자택근무 관련주가 난리가 난 상황인데요."", ""이외에도 여럿 급등하고있는 주식들이 눈에 띄는데요.\n급등주 뉴스들을 큐레이션했으니까,\n주식 투자에 도움이 되는 정보가 되었으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-7월12일-월요일-오늘의-급등주-및-테마주-뉴스모음"", """", """"]",[]
13,6/17 목요일 상승중인 주식뉴스를 취합해보았습니다,2021-06-17 10:30:13,조회 수 161,1,0,https://stocker.kr/stock_discuss/223873/page/13,"[""오늘은 미국 주가지수 하락 마감으로 우리 주식시장은 코스피, 코스닥 양대지수가 하락으로 출발하는 모습입니다.\n오늘장의 특징적인 테마주는 윤석렬 관련주가 난리가 난 상황인데요."", ""이외에도 여럿 급등하고있는 주식들이 눈에 띄는데요.\n급등주 뉴스들을 큐레이션했으니까,\n주식 투자에 도움이 되는 정보가 되었으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-6월17일-목요일-오늘의-급등주-및-테마주-뉴스모음"", """", """", """"]",[]
13,6/16 수요일 상승중인 주식뉴스를 취합해보았습니다,2021-06-16 10:08:38,조회 수 55,1,0,https://stocker.kr/stock_discuss/223800/page/13,"[""오늘은 미국 주가지수 하락 마감이지만 우리 주식시장은 코스피, 코스닥 양대지수가 상승으로 출발하는 모습입니다.\n오늘장의 특징적인 테마주는 윤석렬 관련주가 난리가 난 상황인데요."", ""이외에도 여럿 급등하고있는 주식들이 눈에 띄는데요.\n급등주 뉴스들을 큐레이션했으니까,\n주식 투자에 도움이 되는 정보가 되었으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-6월16일-수요일-오늘의-급등주-및-테마주-뉴스모음"", """", """"]",[]
13,6/15 화요일 상승중인 주식뉴스를 취합해보았습니다,2021-06-15 10:15:07,조회 수 83,1,0,https://stocker.kr/stock_discuss/223658/page/13,"[""오늘은 미국 주가지수 보합 마감으로 우리 주식시장은 코스피, 코스닥 양대지수가 강보합으로 출발하는 모습입니다.\n오늘장의 특징적인 테마주는 전선 관련주가 난리가 난 상황인데요."", ""이외에도 여럿 급등하고있는 주식들이 눈에 띄는데요.\n급등주 뉴스들을 큐레이션했으니까,\n주식 투자에 도움이 되는 정보가 되었으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-6월15일-화요일-오늘의-급등주-및-테마주-뉴스모음"", """", """", """"]",[]
13,6/14 월요일 상승중인 주식뉴스를 취합해보았습니다,2021-06-14 10:12:52,조회 수 60,1,0,https://stocker.kr/stock_discuss/223609/page/13,"[""오늘은 미국 주가지수 상승 마감으로 우리 주식시장은 코스피, 코스닥 양대지수가 상승으로 출발하는 모습입니다.\n오늘장의 특징적인 테마주는 코로나 치료제 관련주가 난리가 난 상황인데요."", ""이외에도 여럿 급등하고있는 주식들이 눈에 띄는데요.\n급등주 뉴스들을 큐레이션했으니까,\n주식 투자에 도움이 되는 정보가 되었으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-6월14일-월요일-오늘의-급등주-및-테마주-뉴스모음"", """", """", """"]",[]
14,6/11 금요일 급등 이후에도 상승이 예상되는 주식 뉴스를 취합 분석해 보았습니다.,2021-06-11 15:00:41,조회 수 108,2,0,https://stocker.kr/stock_discuss/223197/page/14,"[""오늘장 주가 지수는 이변이 없는한 코스피, 코스닥이 상승으로 마무리 되어지는 분위기입니다.\n그러나 종목별로는 만만치 않는 시장이었습니다.\n오늘내내 특징적으로 급등한 테마주는 수소차 관련주로 수급이 몰려 급등하고있습니다."", ""오늘 제가 관찰한 급등한 주식중에 향후에도 추가 급등이 예상이 되는 주식들이 여럿보이는데,\n이런 주식들의 뉴스들과 약간의 분석을 가미하여 정리를 했사오니\n주식투자에 도움이 되셨으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-6월11일-금요일-이후에도-상승이-예상되는-급등주-테마주-뉴스모음-및-분석"", """", """"]",[]
14,6/11 금요일 상승중인 주식뉴스를 취합해보았습니다,2021-06-11 10:20:26,조회 수 57,2,0,https://stocker.kr/stock_discuss/223195/page/14,"[""오늘은 미국 주가지수 상승 마감으로 우리 주식시장은 코스피, 코스닥 양대지수가 상승으로 출발하는 모습입니다.\n오늘장의 특징적인 테마주는 수소차 관련주가 난리가 난 상황인데요."", ""이외에도 여럿 급등하고있는 주식들이 눈에 띄는데요.\n급등주 뉴스들을 큐레이션했으니까,\n주식 투자에 도움이 되는 정보가 되었으면 좋겠습니다."", ""https://ggukjung79.tistory.com/entry/2021년-6월11일-금요일-오늘의-급등주-및-테마주-뉴스모음"", """", """", """"]",[]
